,title,rating,metascore,publisher,review
22,The Hottie & the Nottie,2.2,25,Philadelphia Inquirer," Though Hilton may be a model, if her work in Hottie is any indication, she is no actress. "
23,The Hottie & the Nottie,2.2,12,Chicago Tribune, Verdict: not so hot 
24,The Hottie & the Nottie,2.2,12,ReelViews, A cinematic excursion so horrific that it's an insult to bad movies to call it a bad movie. 
25,The Hottie & the Nottie,2.2,12,Rolling Stone," That generous half star rating I tacked onto this comedy abomination is all for Paris Hilton. Come on, it takes guts (or gross dim-wittedness) to appear on screen again after ""House of Wax."" "
26,The Hottie & the Nottie,2.2,0,Village Voice," Crass, shrill, disingenuous, tawdry, mean-spirited, vulgar, idiotic, boring, slapdash, half-assed, and very, very unfunny. "
27,The Hottie & the Nottie,2.2,0,Variety," Paris Hilton has already ushered a remarkable three features into the Internet Movie Database's ""Bottom 100."" The Hottie and the Nottie will make it an even four. "
28,The Hottie & the Nottie,2.2,0,The A.V. Club," How is Paris Hilton in her first starring role to receive a national release? Pretty bad, actually. She's limited to a single, all-too-familiar expression of smug self-satisfaction, and she delivers her lines in a tone somewhere between ""seductive"" and ""dish-soap commercial."" "
29,The Hottie & the Nottie,2.2,0,TV Guide Magazine," Preposterous, disingenuous, remarkably unfunny and genuinely distasteful. "
30,House of the Dead,2.3,50,Variety, Whether this is a good or bad thing depends on just how much 14-year-old boy you've got in ya. 
31,House of the Dead,2.3,40,Los Angeles Times," There's scarcely a whiff of originality in the zombie horror picture House of the Dead, but Uwe Boll has directed it with enough energy and style that it adds up to passably mindless if grisly fun. "
32,House of the Dead,2.3,38,New York Daily News," Director Uwe Boll wholeheartedly embraces the film's concept, and with some fancy editing and a pulsing soundtrack, the effect really is like watching a video game. "
33,House of the Dead,2.3,25,The Globe and Mail (Toronto)," Somewhere between cartoonishly bad for comic effect and bad because the filmmakers didn't really give a damn, The House of the Dead is, at least, unpretentiously dumb. "
34,House of the Dead,2.3,25,Boston Globe," House of the Dead, sadly, is so bad it's bad. "
35,House of the Dead,2.3,20,The New York Times," Does little more than add another title to the very long list of movies influenced by George Romero's 1968 horror classic, ""Night of the Living Dead."" "
36,House of the Dead,2.3,20,The A.V. Club," Much poorly choreographed gunplay, many lovingly rendered head explosions, and some half-assed exposition about centuries-old, immortality-seeking pirates follow, with nothing to recommend House Of The Dead to anyone but the most undiscriminating zombie-movie fans. "
37,House of the Dead,2.3,20,Film Threat," Here’s a would-be horror film that contains not one ounce of professional pride in its making, not one shred of technical competence. This is one of the worst films of recent times. "
38,House of the Dead,2.3,20,The Hollywood Reporter, Laughable performances. 
39,House of the Dead,2.3,0,New York Post," Based on a video game, far exceeds expectations -- in negative ways that inspire thoughts of less than zero stars. "
40,Saving Christmas,2.3,40,Austin Chronicle," Saving Christmas will hold little interest for anyone not already a believer. It’s too single-minded in its instructional purpose, too averse to multidimensional characters, too youth-pastor-like in its dorky humor. "
41,Saving Christmas,2.3,40,Arizona Republic," Beyond the leaps in logic, the most troubling part of this film is that it just feels like a defense of the excess of Christmas. "
42,Saving Christmas,2.3,30,The New York Times, Saving Christmas seems determined to win any perceived war on Christmas through brute force. 
43,Saving Christmas,2.3,25,Chicago Sun-Times, This may be one of the least artful holiday films ever made. Even devout born-again Christians will find this hard to stomach. 
44,Saving Christmas,2.3,25,RogerEbert.com," Every holiday season sees a new influx of Christmas movies desperate to become the next big seasonal perennial destined to provide laughter, tears, humanity and healthy residuals for years to come. "
45,Saving Christmas,2.3,25,Washington Post, A glorified infomercial in defense of the holiday that contains about 15 minutes of actual content padded out with almost an hour of filler. 
46,Saving Christmas,2.3,20,Los Angeles Times, An unholy mess co-produced by Cameron's faith-based Camfam Studios. 
47,Saving Christmas,2.3,16,The A.V. Club," Preaching aside, though, Saving Christmas is a shoddy 80-minute feature that contains approximately 50 minutes of actual moving footage. When Cameron narrates that materialism doesn’t go against Christmas because it celebrates the son of God being made material himself, it sounds like a defense of any kind of cheap, poorly made holiday crap — this movie included. "
48,Saving Christmas,2.3,8,TheWrap," Director Doane offers no storytelling pizzazz; the lighting is careless, the pacing is deadly, the occasional stabs at comedy fall flat. Ultimately, Saving Christmas has nothing to share that Linus Van Pelt didn't already say better on “A Charlie Brown Christmas.” "
49,Son of the Mask,2.4,50,Entertainment Weekly," The characters twirl around like mini tornadoes, but between random brash moments of technological eye-tickling, Son of the Mask sags more than it spins. "
50,Son of the Mask,2.4,50,Miami Herald," In actuality, it's silly fun custom-tailored for reluctant young fathers and that entire clan of 20-something man-children who still read comic books and play video games, guys who do everything possible to resist the notion of adult responsibility. "
51,Son of the Mask,2.4,40,Village Voice," At its heart is a deep, unresolved ambivalence about child rearing. "
52,Son of the Mask,2.4,38,Chicago Tribune," Even with a new leading man and a more family-friendly rating, some things never change: The Mask still stars Industrial Light & Magic. "
53,Son of the Mask,2.4,30,Variety, The net result is a truly numbing experience. 
54,Son of the Mask,2.4,30,L.A. Weekly," Most of the animated sequences, capably mixed with live action, leave a bad aftertaste, particularly when the ultimate fate of one beaten and battered human bystander after another is left callously unresolved. In other words, parents beware. "
55,Son of the Mask,2.4,25,Christian Science Monitor, Cumming's antic acting is the only asset of this boisterous comedy. 
56,Son of the Mask,2.4,20,The Hollywood Reporter," Loud, mean-spirited and generally obnoxious, Son of the Mask makes the boisterous 1994 original look downright demure and refined. "
57,Son of the Mask,2.4,20,Dallas Observer, One presumes the only thing worse than making this disaster is actually watching it; wouldn't wish either on anyone. 
58,Son of the Mask,2.4,10,The New York Times," An irredeemable mess, a computer-animated Punch and Judy show without wit, heart or a single memorable performance. "
59,From Justin to Kelly,2.4,40,L.A. Weekly," Full of gumption, Clarkson and Guarini soldier on, seemingy unaware that the perfectly adequate singing voices that brought them to the big screen are being drowned out, on a half-dozen same-sounding songs, by an overlayered backup group. "
60,From Justin to Kelly,2.4,30,The New York Times," They play cotton candy effigies of themselves named Kelly and Justin, and the best that can be said is that they don't embarrass themselves. "
61,From Justin to Kelly,2.4,30,Variety," The most resounding thuds in From Justin to Kelly, however, come from the musical numbers. "
62,From Justin to Kelly,2.4,25,Miami Herald," A feather-light musical rushed into production to capitalize on American Idol-frenzy, is nothing more than an excuse to give the two leads several musical numbers, a la those Frankie Avalon-Annette Funicello ""Beach Blanket Bingo"" movies, and with just about the same amount of substance, too. "
63,From Justin to Kelly,2.4,25,Philadelphia Inquirer," In this frothy beach movie, they make pop-music lite together but create an utterly unconvincing romantic couple, seeming more like siblings or best friends. From Ruben to Clay might work better. "
64,From Justin to Kelly,2.4,25,New York Post, Arguably the most insipid movie released so far this century. 
65,From Justin to Kelly,2.4,20,Dallas Observer," Aspires to be a ""Beach Blanket Bingo"" redux with a gangbang Grease finale, but it plays like junior high Neil LaBute filmed by an elementary school AV squad. "
66,From Justin to Kelly,2.4,10,Film Threat," Just one of those films, a bottomless well of snark fodder that may come and go in theatres but will surely be spun innumerable times on DVD at parties in the years to come. "
67,From Justin to Kelly,2.4,0,The A.V. Club," More than anything, From Justin To Kelly needs Simon Cowell, the fork-tongued Idol judge who gives the show its only sliver of tension. "
68,From Justin to Kelly,2.4,0,New York Daily News," More than awful, more than dreadful, and easily the worst beach movie ever made. "
69,Epic Movie,2.4,40,The New York Times," The humor is coarse and occasionally funny. The archly bombastic score, by Edward Sheamur, is the only thing you might call witty. But happily, Jennifer Coolidge and Fred Willard show up, as the White Bitch and Aslo the Lion, to add some easy, demented class. "
70,Epic Movie,2.4,30,Variety," If imitation is the sincerest form of flattery, big studio Hollywood hitmakers should consider themselves lauded to the max in Jason Friedberg and Aaron Selzer's Epic Movie, the latest (and epically unfunny) entry in the movie parody franchise. "
71,Epic Movie,2.4,30,Chicago Reader," The cinematic equivalent of a tapeworm, this delivers few laughs beyond the initial chuckles of recognition. Seltzer and Friedberg (who also directed) have another script in development called ""Raunchy Movie""; apparently one idea they haven't yet considered is ""Watchable Movie."" "
72,Epic Movie,2.4,25,ReelViews," Epic Movie is a waste of time. It's like a bad issue of ""Cracked Magazine"" come to life. It's not so much painful as it is sleep inducing. "
73,Epic Movie,2.4,25,TV Guide Magazine," The sadists responsible for the painfully unfunny ""Date Movie"" (2006) are back, and this time they've outdone themselves: This theater-clearer is even less amusing than its terrible predecessor, a spoof so devoid of laughs it can longer be categorized as a comedy. "
74,Epic Movie,2.4,25,New York Daily News," Still, if it gets little else right, at least Epic Movie is accurately titled: It may be only 86 minutes long, but it feels as if it lasts forever. "
75,Epic Movie,2.4,25,The Globe and Mail (Toronto)," Jason Friedberg and Aaron Seltzer must be stopped. For the last two years, this filmmaking team has created a series of spoof movies so feeble, shoddy and unfunny that they may be part of a diabolical, ""Manchurian Candidate""-like plot to stunt the intellectual development of American adolescents. "
76,Epic Movie,2.4,20,L.A. Weekly," By the time this dud drops on NetFlix, it'll be as obsolete as a Chia pet jokebook. "
77,Epic Movie,2.4,12,New York Post," This spoof of ""The Da Vinci Code,"" ""Pirates of the Caribbean,"" ""Harry Potter,"" ""The Chronicles of Narnia"" and other recent blockbusters piles up sex gags, toilet gags and make-you-gag gags. "
78,Epic Movie,2.4,12,Boston Globe," The willful sloppiness and retrograde gags make Epic Movie, which was not shown to critics, an inevitable byproduct of our Internet video era. It seems downloaded and projected onto the screen, a failing online-film-school project paid for and put out by a Hollywood movie studio. That said, very little on YouTube is this unentertaining. "
79,Alone in the Dark,2.5,50,Los Angeles Times," Since the film is based on the Atari video game of the same name, it also has much to appeal to headbangers: fast pace, lots of gadgets, monsters, explosive special effects, plenty of inscrutable plot twists and turns. "
80,Alone in the Dark,2.5,30,Dallas Observer, Here is the horror-action genre at its silliest and most uninspired. 
81,Alone in the Dark,2.5,30,Variety," Fans of the source material probably won't be switching platforms to catch this bizarre Lions Gate pickup, and non-fans definitely won't. "
82,Alone in the Dark,2.5,25,Chicago Tribune," That this bit of pustulence is based on a video game of the same name is no surprise. It explains the thin plot, characters and abundant gunplay. "
83,Alone in the Dark,2.5,25,Charlotte Observer," Slater narrates as if reading a restaurant menu. Reid seems to have learned each long sentence in segments, so she wouldn't be overtaxed. "
84,Alone in the Dark,2.5,25,Philadelphia Inquirer," Even Boll seems to lose interest as the story unravels. By that time, the supernatural cliches, plot inconsistencies, dead ends and red herrings have piled up so high you can barely see the screen. "
85,Alone in the Dark,2.5,25,Seattle Post-Intelligencer," Director Uwe Boll (""House of the Dead"") has made a cottage industry out of this kind of junk. Maybe it's time for him to close up shop. "
86,Alone in the Dark,2.5,10,The Hollywood Reporter, One of those rare instances of a movie being so bad ... it's still really bad. 
87,Alone in the Dark,2.5,10,Washington Post," This is definitely for people who 1) love the video game, 2) think Slater and Dorff are eminently watchable, no matter what bad flick they're in and 3) are wearing industrial-strength ear plugs. "
88,Alone in the Dark,2.5,0,The New York Times," So inept on every level, you wonder why the distributor didn't release it straight to video, or better, toss it directly into the trash. "
89,Battlefield Earth,2.6,50,Chicago Tribune," Scientology or not, the movie is a battlefield bummer that makes you want to revolt. "
90,Battlefield Earth,2.6,38,Boston Globe," So heavy and lifeless that you keep waiting for those three little front-row kibitzers from ""Mystery Science Theatre 3000"" to appear at the bottom of the screen to start goofing on it. "
91,Battlefield Earth,2.6,30,Salon," Shot after shot photographed at wobbly, off-center angles for no particular reason, weigh every action sequence down with super-slo-mo in lame imitation of ""The Matrix"" or end every single scene with a vertical wipe. "
92,Battlefield Earth,2.6,20,Variety," Yet the overall look, though derivative (""The Matrix,"" ""Blade Runner,"" ""Waterworld,"" etc.), rates as Battlefield's one non-guilty pleasure. "
93,Battlefield Earth,2.6,16,Portland Oregonian," A ghastly, unappealing mess that lacks a single absorbing character, engaging story line or entertaining snippet of dialogue. "
94,Battlefield Earth,2.6,10,Film.com," The film is Travolta's baby, but indifference and boredom is everywhere. "
95,Battlefield Earth,2.6,10,Newsweek," The dialogue is inane, the acting wooden, and Roger Christian's directing choices are a lesson in sci-fi film cliché. "
96,Battlefield Earth,2.6,10,TNT RoughCut, The only danger in seeing this film is in busting a gut at its unintentional hilarity. 
97,Battlefield Earth,2.6,0,Film.com," In the pantheon of cinematic train wrecks, from ""Ishtar"" to ""Waterworld,"" set a place at the table for Battlefield Earth. "
98,Battlefield Earth,2.6,0,Rolling Stone," With this kind of epic ineptitude -- hell, the flick is set in the year 3000 -- you go for ""worst of the millennium."" "
99,Glitter,2.6,60,Los Angeles Times," Glitter is the week's only major Hollywood release, and it offers considerable escapist entertainment while hitting an affirmative note. "
100,Glitter,2.6,40,L.A. Weekly," Glitter is, if nothing else, comfortable with what it is, namely earnestly made, wholehearted schlock. "
101,Glitter,2.6,38,New York Daily News," This is the worst performance by a pop star in a dramatic role since Madonna suited up for ""Shanghai Surprise."" "
102,Glitter,2.6,25,San Francisco Chronicle, It doesn't help that Glitter is such a derivative mishmash of cinematic and real-life situations that it's nearly impossible to count all the ways. 
103,Glitter,2.6,25,Entertainment Weekly," It's doubtful that even a real actress could have triumphed over the rusty tinsel of Glitter, a hapless, retro-'80s ''Star Is Born.'' "
104,Glitter,2.6,20,TV Guide Magazine," A butt-numbing exercise in tedium, sporadically redeemed by moments of unintentional hilarity. "
105,Glitter,2.6,12,Baltimore Sun, Glitter does no one any favors. 
106,Glitter,2.6,10,Variety," Glitter deserves yet another title: ""A Star Is Dull."" As phony a vehicle as one could possibly concoct for a wannabe movie star, pic carries Mariah Carey into a swamp of gloppy melodrama. "
107,Glitter,2.6,10,The New York Times," Mostly dross, an unintentionally hilarious compendium of time-tested cinematic clichés that illustrates the chasm between hopeful imitation and successful duplication. "
108,Glitter,2.6,0,New Times (L.A.), Worst movie of the year. 
109,Gigli,2.6,58,Entertainment Weekly," A watchable bad movie, but it's far from your typical cookie-cutter blockbuster. There are no shoot-outs or car chases, and there isn't much romantic suspense, either. "
110,Gigli,2.6,40,The A.V. Club," Writer-director Martin Brest lends the film a professional sheen, and his stars (who some rumors suggest may have become romantically involved) have charisma to spare, but the film has all the charge and momentum of a Paxil ad. "
111,Gigli,2.6,40,Salon," Turns out to be merely bad -- not a train wreck, not the crime against humanity it's been rumored to be. "
112,Gigli,2.6,38,Charlotte Observer," After five minutes, Christopher Walken vanishes. We wait vainly for the next 90 minutes for someone, anyone to bring that kind of danger, unpredictability and vitality to a story as drab as army fatigues. "
113,Gigli,2.6,25,New York Post," The problem with Gigli is that it is an inept attempt to do Elmore Leonard by Martin Brest, a filmmaker whose coarse sensibility makes him catastrophically unqualified to the task. "
114,Gigli,2.6,25,Baltimore Sun, Excruciating...The movie proves to be singularly unfunny and static almost from the non-get-go. Virtually nothing happens; the movie is all premise. 
115,Gigli,2.6,25,New York Daily News, Gigli is a disaster. 
116,Gigli,2.6,25,The Globe and Mail (Toronto)," A hypnotic, black hole of a movie that sucks reputations, careers and goodwill down its vortex. Rarely has a movie that doesn't star Madonna achieved such a skin-crawling mixture of deluded preening and bungled humour. "
117,Gigli,2.6,0,Wall Street Journal," The worst movie -- all right, the worst allegedly major movie -- of our admittedly young century. More stupefying follies may come, but it's impossible to imagine how they'll beat this one for staggering idiocy, fatuousness or pretension. "
118,Gigli,2.6,0,San Francisco Chronicle," The most thoroughly joyless and inept film of the year, and one of the worst of the decade. We're talking about a disaster, and not of the fun ""Showgirls"" variety, either. "
119,Dragonball Evolution,2.7,70,The New York Times," May or may not appeal to fans of the Japanese fantasy franchise it is based on, but aficionados of apocalyptic teenybopper kung fu extravaganzas are in for a real treat. "
120,Dragonball Evolution,2.7,70,Village Voice," Far more entertaining than it deserves to be, unless you're a 10-year-old boy, in which case it's only the greatest movie ever made. "
121,Dragonball Evolution,2.7,50,Variety," A popular Japanese manga series gets a pleasing if paint-by-numbers live-action makeover in Dragonball Evolution, which half-heartedly tries to keep the faith for its pubescent male fanbase. "
122,Dragonball Evolution,2.7,50,Entertainment Weekly, Marvel at the fact that something this trippy made it to our local multiplex. 
123,Dragonball Evolution,2.7,50,Boston Globe," Nearly all the actors seem to be having a good time, and the action moves so fast that you don't mind when something nuts happens. "
124,Dragonball Evolution,2.7,42,The A.V. Club," The film is crammed with treats for old-school ""Dragonball"" fans, from the inclusion of all these characters (who don't actually do much) to the moment when spiky-haired Goku dons his orange gi. For everyone else, this amounts to another seen-it-before, probably-willing-to-see-it-again distraction. "
125,Dragonball Evolution,2.7,40,Los Angeles Times," Director James Wong (""Final Destination"") and writer Ben Ramsey are utterly blasé in their approach to the series' mythology and structure, cobbling together an 84-minute movie that seems to exist only to rile up fanboys. On that count -- and that count alone -- Dragonball Evolution triumphs. "
126,Dragonball Evolution,2.7,40,Austin Chronicle," Bottom line: costumed Goku and Chi Chi cosplayers may argue the finer points of this adaptation, but it is fairly dazzling it its own overextended, futurist-teenpulp fashion, and Chow makes a vastly more entertaining Roshi than he did a King. "
127,Dragonball Evolution,2.7,38,TV Guide Magazine," Just know there's a whole lot more great stuff out there than just what Evolution has in store for you -- namely, the anime that it was based on. "
128,Dragonball Evolution,2.7,20,The Hollywood Reporter," Completely lacking in visual, narrative or stylistic coherence, the film also suffers from cheap-looking visual effects and poorly staged and edited action sequences that will not exactly please the fanboys. "
129,Who's Your Caddy?,2.8,42,The A.V. Club," The tired racial stereotypes that Caddy inserts into the old Caddyshack-style ""slobs vs. snobs"" formula should probably make it much more offensive than it is. "
130,Who's Your Caddy?,2.8,40,Variety, An instantly forgettable trifle. 
131,Who's Your Caddy?,2.8,38,New York Daily News, His C-Note is essentially a one-note character. And that note is flat. 
132,Who's Your Caddy?,2.8,30,The Hollywood Reporter," Ultimately this is utterly forgettable stuff, not even managing to fulfill its mandate of mindless summer fun. "
133,Who's Your Caddy?,2.8,30,L.A. Weekly," No, it’s not Caddyshack -- just swap Jews (Rodney Dangerfield) for blacks (Big Boi) and you’ve got Who’s Your Caddy?. The movie, of course, is terrible. "
134,Who's Your Caddy?,2.8,30,The New York Times, There’s probably more wit and pointed social commentary in the average four-minute OutKast song than in the entirety of Who’s Your Caddy? 
135,Who's Your Caddy?,2.8,12,Boston Globe," As it develops, Who's Your Caddy? just becomes depressing. You want to alert the United Negro College Fund: A mind has terribly gone to waste. "
136,Who's Your Caddy?,2.8,11,Austin Chronicle, Must be counted as a forfeit. 
137,Who's Your Caddy?,2.8,0,Film Threat, The sport of golf has seen its fair share of vulgar comedies over the last 30 years or so. 
138,Who's Your Caddy?,2.8,0,Washington Post," An offensive, comedy-free comedy. "
139,Meet the Spartans,2.8,58,Entertainment Weekly," Less classic Mel Brooks than middling ""Best Week Ever."" "
140,Meet the Spartans,2.8,38,Boston Globe," The best thing in Meet the Spartans is the swift kick in the bombast it delivers to the oh-no-not-us homoeroticism of ""300."" "
141,Meet the Spartans,2.8,25,TV Guide Magazine," The musical number that runs during the closing credits funnier than anything that precedes it, which isn't saying much. "
142,Meet the Spartans,2.8,20,The Hollywood Reporter," Writer-directors Jason Friedberg and Aaron Seltzer basically reprise the tired formula from their earlier efforts, which is to throw in as many pop culture references as possible to cover up the lack of any real wit. "
143,Meet the Spartans,2.8,20,The New York Times, Overkill is what Jason Friedberg and Aaron Seltzer do best: as the uncontested titans of the parody genre (with fingers in everything from the “Scary Movie” franchise to the more recent “Epic Movie”) they continue to prove that ridiculing other movies is much easier than making your own. 
144,Meet the Spartans,2.8,20,L.A. Weekly," Meet the Spartans is a mild improvement over their ""Epic Movie,"" which is like saying that a debilitating fever is more fun than appendicitis, but what’s shocking is how lazy it is, which is a shame for former UK child star/pop singer Sean Maguire, whose Gerard Butler impersonation is spot-on. "
145,Meet the Spartans,2.8,10,Variety," Lazy, lame and painfully unfunny, Meet the Spartans is yet another scrambled-genre parody. "
146,Meet the Spartans,2.8,0,The A.V. Club," Meet The Spartans gamely alternates between unfunny gay jokes and violent pratfalls for a good 80 minutes, finding time for not one, but two musical dance numbers set to ""I Will Survive."" "
147,Meet the Spartans,2.8,0,Village Voice," Witless, tasteless, formless spoof. "
148,Meet the Spartans,2.8,0,Austin Chronicle," Hey, guys, when you repurpose a disco hit to poke fun at gay men, not only do you look like assholes, you look like assholes who rip their jokes off of YouTube. "
149,Baby Geniuses,2.9,40,Film Threat, This movie wasn't nearly as bad as I thought it would be. It's still not that good though. 
150,Baby Geniuses,2.9,38,Chicago Sun-Times," Bad films are easy to make, but a film as unpleasant as Baby Geniuses' achieves a kind of grandeur. "
151,Baby Geniuses,2.9,25,The Globe and Mail (Toronto), About as endearing as unanesthetized gum surgery. 
152,Baby Geniuses,2.9,10,Chicago Reader, The hokey dialogue and witless physical gags keep everything painful and hectoring. 
153,Baby Geniuses,2.9,10,L.A. Weekly," There are ticklish moments, but no real laughs. "
154,Baby Geniuses,2.9,10,Variety," A thoroughly misguided, unfunny film that proves you shouldn't beat a dead horse. "
155,Baby Geniuses,2.9,0,Entertainment Weekly, The worst movie of 1999. 
156,Baby Geniuses,2.9,0,The New York Times," One way to get through Baby Geniuses is to think about whether it really is the worst movie you've ever seen. Probably not, but pretty darn close. "
157,Baby Geniuses,2.9,0,San Francisco Chronicle, A stupid comedy with toddlers talking like hip '90s grown-ups. 
158,Baby Geniuses,2.9,0,Austin Chronicle, Trying to encapsulate the movie's storyline is not possible; it doesn't appear to have one. 
159,Date Movie,2.9,30,The New York Times," Aaron Seltzer and Jason Friedberg, who wrote the screenplay, have crammed dozens of movie parodies into this deliberately juvenile spoof of romantic comedies. Mr. Seltzer, who directed, has made very few of them funny. "
160,Date Movie,2.9,30,L.A. Weekly," This anemic genre parody from two of the six writers of ""Scary Movie"" strives for the goofball precision of the brothers Zucker and, long before it reaches the end of its 70-odd minutes, gives you newfound respect for the comic genius of the brothers Wayans (two of the other writers of ""Scary Movie""). "
161,Date Movie,2.9,25,San Francisco Chronicle, A lame pastiche of Hollywood romances. 
162,Date Movie,2.9,25,TV Guide Magazine," The choice is yours: Shell out 10 bucks for this dire spoof of recent romantic comedies a la ""Scary Movie"" and ""Not Another Teen Movie"", or toss your 12-year-old nephew a quarter and get him to act out scenes from his favorite movies for 80 minutes: The entertainment value will be about the same. "
163,Date Movie,2.9,20,Variety," Arguably the lamest of all the free-wheeling genre parodies that have taken flight since ""Airplane!,"" Date Movie is stupefyingly unfunny in its attempts to mock romantic comedies, celebrities, reality TV shows and anything else that pops into the heads of its creators. "
164,Date Movie,2.9,20,Los Angeles Times, The only thing remotely resembling parody in this depressing waste of time and money is Jennifer Coolidge's sendup of Barbra Streisand as an over-the-top string of Jewish mother clichés. 
165,Date Movie,2.9,0,New York Daily News," ""Comedy is hard,"" said Steve Martin. For the writers of Date Movie, it's apparently impossible. "
166,Date Movie,2.9,0,New York Post," A collection of throwaway gags from other movies, a big blue recycling barrel of comedy waiting for the trash collector. It's rated PG-13 because 13 is the maximum age of those who might find it funny. "
167,Date Movie,2.9,0,Film Threat, Elapsed time before I walked out: 29 minutes Total laughs (in that period): 0 
168,Date Movie,2.9,0,The Globe and Mail (Toronto)," Date Movie is a good date movie in one sense: If you're still speaking to the person who brought you to see this, you just might have a future together. "
169,Jaws: The Revenge,3.1,30,The New York Times," Lorraine Gary has some affecting moments as Ellen, but Jaws the Revenge is mild and predictable, the very things an adventure movie should never be. "
170,Jaws: The Revenge,3.1,25,Chicago Sun-Times," Jaws the Revenge is not simply a bad movie, but also a stupid and incompetent one - a ripoff. "
171,Jaws: The Revenge,3.1,25,Chicago Reader," Angry fish travels to the Bahamas for the Christmas holidays, plotting revenge against the family of a vacationing New England widow (Lorraine Gary). Noel, noel, a charming gift idea with suggestions of inverted seasonal myth—until director Joseph Sargent swamps it all in antimythical literalism and predictable lunchtime theater. "
172,Jaws: The Revenge,3.1,20,Empire," Significantly worse than the rest of the series, this film is one of the worst flops in recent cinema. "
173,Jaws: The Revenge,3.1,20,Time Out London," While it's mostly just a matter of waiting till feeding time, there is a hint that somebody was trying to foist some Symbolism onto the shark: as mother and son suffer an attack of the Oedipals, the creature keeps popping up grinning. Sadly, this attempt at a bit of Art (which could have had hilarious consequences) is ditched, and the film concludes with a few people getting chewed before a messy happy ending amid chunks of exploding shark. "
174,Jaws: The Revenge,3.1,20,TV Guide Magazine," Even the special effects are lame in this one, offering a latex shark that is about as realistic as a fake goldfish. Poorly directed by Joseph Sargent, who relies heavily on blood and fast editing to create tension since there certainly isn't any written into the script. "
175,Jaws: The Revenge,3.1,20,Variety," Pacing leaves a lot to be desired and the moment-of-attack sequences, full of jagged cuts and a great deal of noise, more closely resemble the view from inside a washing machine. "
176,Jaws: The Revenge,3.1,20,Los Angeles Times," In a wicked mess of unmatched water shots and dreadful interior airplane sequences, the characters outlined in little blue halos, the performances range from the mortifying to the merely immemorable. Against all odds, Lance Guest and Karen Young manage to be warm and credible. Podgy but game, Michael Caine, bravely attempts mouth-to-mouth resusitation on a role which is little more than anecdotes strung together. It is not his finest hour. "
